Author,Date,Text,Retweet?,Polarity_SW,Polarity_NSW,User Location,User_Follower_Count,Longitude,Latitude
ar15ona,2019-12-12 12:41:22,BREAKING House Democrats announced continue pursue impeachment President Trump even AFT,True,0.0,0.0,The Phoenician Empire,91,,
swidrowwe,2019-12-12 12:41:22,House impeach Obstruction Justice second term? write Ar,True,0.0,0.0,,766,,
StarryKnight47,2019-12-12 12:41:22,marking Articles Impeachment offenses arent crimes Members Congress never hea,True,0.0,0.0,"Arizona, USA",16993,,
magaufcmania,2019-12-12 12:41:22,Vulnerable31 House Democrats Trump Districts Thread List Twitter Handles Please Retweet th,True,0.0,0.0,"Miami, FL",210,,
kwood360,2019-12-12 12:41:22,"Democrats warned single party impeachment, today leading partisan witchhunt",True,-0.03571428571428571,-0.07142857142857142,,1433,,
rura50,2019-12-12 12:41:22,"guttenberg 1,4 QUESTION LEGAL FRIENDS. facts keep coming out, question Jurors Senator",True,0.2,0.2,,815,,
1stFanofChicago,2019-12-12 12:41:22,SCOOP Pences counsel tells Schiff late tonight serves purpose declassify Jennifer Williams supplemental,True,-0.3,-0.3,Illinois,1403,,
Bitcoin_Win,2019-12-12 12:41:22,"I'm sorry, seriously say abuse power obstruction Congress never sustained",True,-0.41666666666666663,-0.41666666666666663,Japan / USA,12262,,
fatninjaswag,2019-12-12 12:41:22,"dems focused impeachment, rather fixing country. hes reelected, go",False,0.5,0.0,"Double Springs, Alabama",100,,
daddyosr66,2019-12-12 12:41:22,Rep. Ted Deutch's reason impeaching . ho,True,0.0,0.0,"Hollywood, FL",413,,
WildAngel6,2019-12-12 12:41:22,Trump impeachment markup gets heated top Dem Nadler says 'we cannot rely election' | Fox News,False,0.5,0.5,Not all who wander are lost...,3295,,
jrphilpot,2019-12-12 12:41:22,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,6823,,
honesteph,2019-12-12 12:41:23,Fastest. Weakest. Thinnest. Gaetz advertising new condom line.,False,0.13636363636363635,0.13636363636363635,"Alabama, USA",997,,
eride444,2019-12-12 12:41:23,HEY DEMOCRATS. HAPPEN ACROSS AMERICA OUTWARD IMPEACHMENT BS. PEOPLE LE,True,0.0,0.0,,520,,
MILTONESPINOZAF,2019-12-12 12:41:23,woman disgusting. desperate delusional elected Donald Trump fairly reelect,True,-0.30000000000000004,-0.30000000000000004,"World Patriot, Costa Rica ",8133,,
sherry1975,2019-12-12 12:41:23,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0, Illinois,5444,,
rinaskal,2019-12-12 12:41:23,House Judiciary Committee began historic session Wednesday night consider two articles impeachment,True,0.0,0.0,,60,,
real_hendertc,2019-12-12 12:41:23,Democrats Impeachment Political Kamikaze Attack Adam Mill Impeachment feels lot like political kamikaze attack,True,0.0,0.0,United States,3467,,
ZuluFoxtrotCha1,2019-12-12 12:41:23,Americans say Donald Trump cooperate congressional,False,0.5,0.0,,0,,
mcgloin_james,2019-12-12 12:41:23,Pelosi lied country promising get things done. Americans wanted Democrats *lower prescription drug c,True,0.2,0.2,,106,,
prosperi_gloria,2019-12-12 12:41:23,sad see handful dems expected vote impeachment. hey courage rare virtue Wa,True,-0.075,-0.09999999999999999,,641,,
KenRobeau,2019-12-12 12:41:23,"finally something Obama never have, IMPEACHMENT Congratulations",False,0.0,0.0,USA - Global.,25,,
richberger5,2019-12-12 12:41:23,want Trump OUT? GET MARCHING SHOES support Trump Impeachment &amp; Removal ... Impeachme,True,0.0,0.0,United States,337,,
QuakerValleyGOP,2019-12-12 12:41:23,"Coming 8am, Ill joining discuss sham impeachment. Tune watch.",True,-0.35,-0.35,"Sewickley, PA 15143",210,,
BrienneOfSnark_,2019-12-12 12:41:23,"Question Since LOST popular vote, can't make argument GOP electoral college",True,0.6,0.6,Southern Hellscape,17239,,
knucklehead_joe,2019-12-12 12:41:23,NOTE 45* HAVENT DONE ANYTHING RIGHT NONE U.S. MISS SEMPER FI,False,0.2857142857142857,0.2857142857142857,,138,,
bonehead1234,2019-12-12 12:41:23,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,34,,
twimprine,2019-12-12 12:41:23,Everyone's talking impeachment Clinton &amp; Johnson presidents ever impeached. people,True,0.25,0.0,"New Orleans, LA",308,,
marczGT,2019-12-12 12:41:23,Democrats impeachment effort nothing less pitiful waste disgrace great country.. SchiffNad,True,0.14444444444444446,0.14444444444444446,,3095,,
StrengthOfSpear,2019-12-12 12:41:23,"right ? Democrat President, lying blowjob grounds impeachment Republican Pres",True,0.2857142857142857,0.2857142857142857,"Palm Bay, FL",416,,
delabrooke,2019-12-12 12:41:23,Republicans care nothing Reason. simply Terrorists Traitors TraitorsSupportTraitorTrump,False,0.0,0.0,"Lake City, FL",2819,,
ConservativeGM,2019-12-12 12:41:23,WATCH Jordan destroys Dems' impeachment sham. comes Dems never accepted results,True,-0.1777777777777778,-0.2,"Anytown, NJ",6578,,
RexMyers8,2019-12-12 12:41:23,WATCH Jordan destroys Dems' impeachment sham. comes Dems never accepted results,True,-0.1777777777777778,-0.2,,10822,,
LoriLorisuew,2019-12-12 12:41:23,. violates oath daily basis please Donald Trump. Trump = corruption infecting government,False,0.0,0.0,"Indiana, USA",4087,,
pupsmcgee_,2019-12-12 12:41:23,,True,0.0,0.0,Whoville,1031,,
JudyHar13298854,2019-12-12 12:41:24,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"North Carolina, USA",1153,,
mega_menno,2019-12-12 12:41:24,". quickest, thinnest, weakest, partisan impeachment American presidential histo",True,0.25,0.0,"Den Haag, The Netherlands ",994,,
anesselrotte1,2019-12-12 12:41:24,Fascinating live blog impeachment includes almost Congresspeople's comments... ...except J,True,0.41818181818181815,0.41818181818181815,west virginia,119,,
cloudonamountan,2019-12-12 12:41:24,". quickest, thinnest, weakest, partisan impeachment American presidential histo",True,0.25,0.0,"New Mexico, USA",114,,
EternalWords,2019-12-12 12:41:24,Left hearing go vote. Asked 1 question reporters Horowitz hearing IG described,True,0.0,0.0,"Colorado, USA",133,,
ozidy_okeke,2019-12-12 12:41:24,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,187,,
JanelleBCates,2019-12-12 12:41:24,Facts Democrats put passing USMCA year havent done anything fix healthcare refuse,True,0.0,0.0,,1948,,
007Rukdme,2019-12-12 12:41:24,hearsay. first best witness case. admitted wro,True,0.625,0.625,New York,3031,,
TristanStrong10,2019-12-12 12:41:24,"support Articles Impeachment us, constitution requires us",True,0.0,0.0,"Cleveland Park, Washington",434,,
_broblerone_,2019-12-12 12:41:24,amazingly damning admission,True,0.6000000000000001,0.6000000000000001,"Washington, DC",82,,
jayoung764,2019-12-12 12:41:24,"Jordan again. afternoon 445, Democrats said Republicans must submit amendments ridiculous impeachme",True,-0.3333333333333333,-0.3333333333333333,United States,40,,
NCMC1994,2019-12-12 12:41:24,Everyone's talking impeachment Clinton &amp; Johnson presidents ever impeached. people,True,0.25,0.0,"New York, USA",272,,
samlipschitz,2019-12-12 12:41:24,"Pelosis sham, partisan impeachment cost caucus members careers. 2 campaign polls, NM &amp; PA",True,0.15,-0.2,,413,,
tonya_still,2019-12-12 12:41:24,"IMPOANT UPDATE Bitter, humorless liberals soliciting foreign interference 2020 election. far, e",True,-0.041666666666666664,-0.041666666666666664,,2481,,
PS3stacker,2019-12-12 12:41:24,Reminder president thrice married philander cheated third wife porn star nur,True,0.125,0.125,"Saginaw Township North, MI",92,,
amx1,2019-12-12 12:41:24,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,,3668,,
Cmhogan473,2019-12-12 12:41:24,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,Illegal Sanctuary of Chiraq,5241,,
DevinEmpty,2019-12-12 12:41:24,Louie Gohmert named presumed whistleblower nationally televised event. Impeachment proceedings Trump pub,True,0.0,0.0,"Tennessee, USA",1138,,
PatriceSnow,2019-12-12 12:41:24,"care money power judges. course making America white. Could care less laws, institution",True,-0.05555555555555555,-0.08333333333333333,"Silver Spring, MD",750,,
wiggyshell,2019-12-12 12:41:24,"Question Since LOST popular vote, can't make argument GOP electoral college",True,0.6,0.6,,349,,
TKPOE13,2019-12-12 12:41:24,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,U.S.A.,8243,,
KMCaton,2019-12-12 12:41:24,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,USA ,4253,,
Danny4denise,2019-12-12 12:41:25,"Jordan again. afternoon 445, Democrats said Republicans must submit amendments ridiculous impeachme",True,-0.3333333333333333,-0.3333333333333333,"Texas, USA",11557,,
fiercerthanB4,2019-12-12 12:41:25,"Bunch BIG NEWS Many people asking months what's issue, tonight proudly announce...",True,0.43333333333333335,0.43333333333333335,,3,,
Hollaworldwide,2019-12-12 12:41:25,BREAKING Senate Majority Leader Mitch McConnell planning hold vote acquit President Trump rather vote,True,0.0,0.0,"Florida, USA",1339,,
kayniewaynie,2019-12-12 12:41:25,. report Alan Dershowitz informally advising President's legal team could play,True,0.2,0.2,Vermont,1426,,
SpyMail,2019-12-12 12:41:25,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,Earth,13512,,
CounselorNachos,2019-12-12 12:41:25,Remember Republicans lost mind one impeachment witnesses said Barron Trumps name,True,0.0,0.0,"Brooklyn, NY",404,,
SueJaco91874231,2019-12-12 12:41:25,gop Democratic grounds ousting Trump weak ... Democrats wrap charges hightoned rhetoric solemn,True,-0.375,-0.375,,46,,
Amay80461574,2019-12-12 12:41:25,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,958,,
jbrown10300,2019-12-12 12:41:25,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,"Colorado, USA",1178,,
PhilManess3,2019-12-12 12:41:25,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"North Carolina, USA",1334,,
rreth10,2019-12-12 12:41:25,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,3518,,
CactusFlower_1,2019-12-12 12:41:25,"faith1 Let big guy, let Impeachment hoaxing hard work. sitting staring awkwardly without blinking.",True,-0.2972222222222222,-0.2972222222222222,USA,23252,,
KrisYou1979,2019-12-12 12:41:25,"Dems distract country impeachment, here's we've learned law enforcement agency spied President",True,0.0,0.0,,24,,
anonbene5,2019-12-12 12:41:25,impeachment hearings taught us anything Republican men emotional hysterical lead.,True,-0.5,-0.5,National,3130,,
KnuchelUlrich,2019-12-12 12:41:25,Sometimes ask America ever overcome impeachment. destroye,False,0.0,0.0,"Europe, RT is better than like",3608,,
Stephieinca,2019-12-12 12:41:25,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,897,,
walterl77096443,2019-12-12 12:41:26,"Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. Now,",True,-0.25,-1.0,Indianapolis,9,,
JimTypeDude,2019-12-12 12:41:26,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,"Tukwila, WA",15002,,
cjsmarshall,2019-12-12 12:41:26,Trump clear present danger democracy. American wants autocracy greatest fear fou,False,0.26,0.26,"Boston, MA",65,,
LPofMN,2019-12-12 12:41:26,"Weird libertarian argument I've seen impeachment, libertarians oppose government foreign aid doe",True,-0.3125,-0.3125,"Minnesota, USA",1894,,
mauridpf1933,2019-12-12 12:41:26,"Democrats warned single party impeachment, today leading partisan witchhunt",True,-0.03571428571428571,-0.07142857142857142,,18,,
njlawless,2019-12-12 12:41:26,Republicans bunch crybabies. Take sob story Trump. Hes reason go impeachment. Hes,True,0.0,0.0,,30,,
pontiacgto492,2019-12-12 12:41:26,Zero evidence law broken. Theyre even alleging law broken. abuse Const,True,-0.4,-0.4,,2488,,
leonornila0823,2019-12-12 12:41:26,"1998, midst Clinton impeachment, Chris Matthews asked businessman Donald Trump advice would Pres",True,0.0,0.0,"South Pasadena, CA",34,,
SusanWojcik5,2019-12-12 12:41:26,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,"Georgia, USA",4813,,
FredZorts,2019-12-12 12:41:26,"Russia, Russia, Russia love Russia much can't think anything help American peop",False,0.2333333333333333,0.2333333333333333,,0,,
AymenDimel,2019-12-12 12:41:26,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,Great America,541,,
chuanfa71,2019-12-12 12:41:26,Dems look Fake Impeachment done Citizens prepared protect elected President,True,-0.5,-0.5,North East Md,4098,,
CathyMAGA,2019-12-12 12:41:26,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,,2736,,
CTervakoski,2019-12-12 12:41:26,Maybe worth noting guy leading impeachment charge right Trump matter established,True,0.2928571428571428,0.2928571428571428,"Toronto, Ontario",699,,
csinut1,2019-12-12 12:41:26,impeachment getting watch video times Democrap Repshort reprehensibleAbigail gets loud,True,-0.05,0.1,United States,23507,,
tjmc27,2019-12-12 12:41:26,"dumb motherfucker got elected Congress. youre thinking running office doubt whether can,",True,-0.375,-0.375,,10,,
DJ34278938,2019-12-12 12:41:26,"Democrat Hank Johnson falsely claimed tonight didnt support impeachment recently. fact, pu",True,-0.20000000000000004,-0.20000000000000004,"Arizona, USA",470,,
VisionesColombi,2019-12-12 12:41:26,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,,23,,
sdnews619,2019-12-12 12:41:26,"Moscow Mitch bribed boatloads campaign cash , course agreed acquit. Half",True,-0.16666666666666666,-0.16666666666666666,"San Diego, CA",116,,
PepeTheQFrogGm1,2019-12-12 12:41:26,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,2558,,
GrizzledOldGoat,2019-12-12 12:41:26,"Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. Now,",True,-0.25,-1.0,Kekistan,3927,,
WesleyTBrown2,2019-12-12 12:41:26,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"North Carolina, USA",14727,,
TXLadyLiberty,2019-12-12 12:41:26,Zero evidence law broken. Theyre even alleging law broken. abuse Const,True,-0.4,-0.4,,290,,
mothertmaz,2019-12-12 12:41:26,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"Ohio, USA",7929,,
KateyFrazz,2019-12-12 12:41:26,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,,618,,
AngelaMcclung4,2019-12-12 12:41:26,Raise hand support Louie Gohmert naming fake whistleblower Eric Ciaramella sham impeach,True,-0.35,-0.35,,340,,
patriot_pacific,2019-12-12 12:41:26,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,6133,,
GCoastPatriot,2019-12-12 12:41:26,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"South Mississippi, USA",3615,,
mockTonaldDrump,2019-12-12 12:41:27,Rt LoT mODerATe DeMS RecOgNIzE poLItICaL lOseR iMpEAcHmEnT iS. thEy'Re eN,False,0.0,0.0,"Washington, MI",17,,
dan_smolnik,2019-12-12 12:41:27,"right ? Democrat President, lying blowjob grounds impeachment Republican Pres",True,0.2857142857142857,0.2857142857142857,"Hamden,  Connecticut",1286,,
TPAGuyNOG,2019-12-12 12:41:27,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,The Greatest Republic Ever,862,,
mrsneedly97,2019-12-12 12:41:27,Good morning everyone except involved impeachment sham,True,0.24999999999999997,0.24999999999999997,"Iowa, USA",3285,,
karenbr01503349,2019-12-12 12:41:27,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,,3271,,
BigCin625,2019-12-12 12:41:27,"Every news report read impeachment absurdly large number contains casual line effect of,",True,-0.1428571428571429,-0.1428571428571429,,105,,
Manuel17281370,2019-12-12 12:41:27,"Rep. Lesko slams impeachment corrupt, rigged, railroad job",True,-0.5,-0.5,"Sint Pancras, Langedijk",451,,
WoodyWi03943660,2019-12-12 12:41:27,folks. watershed moment Donald Trumps impeachment courtesy Preside,True,0.0,0.0,"Florida, USA",435,,
LittleDavid55,2019-12-12 12:41:27,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,690,,
farmgirl207me,2019-12-12 12:41:27,"president would like itemize additional abuses power thinks deserving impeachment, sho",True,0.55,0.6,"Maine, USA",143,,
ajunay1314,2019-12-12 12:41:28,Milano Protests organized 50 states night Trumps impeachment. Raise hand youre going joi,True,0.0,0.0,,320,,
